Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-5386,methylglyoxal degradation I,E- // METHYL-GLYOXAL // GLUTATHIONE // PROTON // S-LACTOYL-GLUTATHIONE // WATER // PYRUVATE // ETR-Quinols // ETR-Quinones // D-LACTATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00546'>C00546</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03451'>C03451</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00022'>c00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00256'>C00256</a>,MGI:95742 // MGI:95745 // MGI:106428,MGI:95742-MONOMER // MGI:95745-MONOMER // MGI:106428-MONOMER,glyoxalase 1 // hydroxyacyl glutathione hydrolase // D-lactate dehydrogenase (cytochrome) activity
GLUTATHIONESYN-PWY,glutathione biosynthesis,CYS // GLT // ADP // Pi // GLUTATHIONE // PROTON // GLY // L-GAMMA-GLUTAMYLCYSTEINE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00669'>C00669</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,MGI:104995 // MGI:104990 // MGI:95852,CPLX3DJ-66 // MGI:95852-MONOMER,glutamate-cysteine ligase // glutathione synthetase
BSUBPOLYAMSYN-PWY,spermidine biosynthesis I,5-METHYLTHIOADENOSINE // SPERMIDINE // PUTRESCINE // S-ADENOSYLMETHIONINAMINE // CARBON-DIOXIDE // S-ADENOSYLMETHIONINE // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00170'>C00170</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00315'>C00315</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00134'>C00134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01137'>C01137</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,MGI:102690 // MGI:1333111 // MGI:88004,MGI:102690-MONOMER // MGI:1333111-MONOMER // MGI:88004-MONOMER,spermidine synthase // S-adenosylmethionine decarboxylase 2 // S-adenosylmethionine decarboxylase 1
AERESPDON-PWY,aerobic respiration -- electron donors reaction list,E- // PROTON // DIHYDROXY-ACETONE-PHOSPHATE // CPD-9956 // GLYCEROL-3P // UBIQUINONE-8 // FUM // Ubiquinols // Ubiquinones // SUC // ETR-Quinols // ETR-Quinones // D-LACTATE // PYRUVATE // Donor-H2 // Acceptor // L-LACTATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00093'>C00093</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17569'>C17569</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00122'>C00122</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00256'>C00256</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00022'>c00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00186'>C00186</a>,MGI:99778 // MGI:95679 // MGI:1914175 // MGI:1913302 // MGI:1914930 // MGI:1914195 // MGI:106428,MGI:99778-MONOMER // MGI:95679-MONOMER // CPLX3DJ-1 // MGI:106428-MONOMER,"glycerol phosphate dehydrogenase 2, mitochondrial // glycerol-3-phosphate dehydrogenase 1 (soluble) // Succinate dehydrogenase // D-lactate dehydrogenase (cytochrome) activity"
ARGININE-SYN4-PWY,arginine biosynthesis IV,NADH-P-OR-NOP // AMMONIA // NAD-P-OR-NOP // WATER // NADP // ADP // NADPH // L-GLUTAMATE_GAMMA-SEMIALDEHYDE // GLT // 2-KETOGLUTARATE // Pi // L-ORNITHINE // CARBAMOYL-P // AMP // PPI // PROTON // L-ASPARTATE // L-CITRULLINE // ATP // FUM // ARG // L-ARGININO-SUCCINATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01165'>C01165</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00077'>C00077</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00169'>C00169</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00327'>C00327</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00122'>C00122</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03406'>C03406</a>,MGI:95753 // MGI:95754 // MGI:97394 // MGI:97448 // MGI:88090 // MGI:88084,MGI:95753-MONOMER // MGI:95754-MONOMER // MGI:97394-MONOMER // MGI:97448-MONOMER // MGI:88090-MONOMER // MGI:88084-MONOMER,glutamate dehydrogenase 1 // glutamate dehydrogenase 2 // ornithine aminotransferase // ornithine transcarbamylase // argininosuccinate synthetase 1 // argininosuccinate lyase
MALATE-ASPARTATE-SHUTTLE-PWY,aspartate degradation II,GLT // L-ASPARTATE // 2-KETOGLUTARATE // NADH // OXALACETIC_ACID // PROTON // MAL // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00049'>C00049</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00036'>C00036</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00149'>C00149</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,MGI:95792 // MGI:97050,MGI:95792-MONOMER // MGI:97050-MONOMER,"glutamate oxaloacetate transaminase 2, mitochondrial // malate dehydrogenase 2, NAD (mitochondrial)"
PWY-5966,fatty acid biosynthesis initiation II,CARBON-DIOXIDE // Acetoacetyl-ACPs // MALONYL-ACP // CO-A // ACETYL-ACP // ACP // ACETYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a>,MGI:1918397 // MGI:95485,MGI:1918397-MONOMER // MGI:95485-MONOMER,"3-oxoacyl-ACP synthase, mitochondrial // fatty acid synthase"
PWY-5046,branched-chain &alpha;-keto acid dehydrogenase complex,CARBON-DIOXIDE // 2-KETO-ISOVALERATE // ISOBUTYRYL-COA // BCAA-dehydrogenase-2MP-DH-lipoyl // CO-A // PROTON // NADH // BCAA-dehydrogenase-lipoyl // BCAA-dehydrogenase-DH-lipoyl // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00141'>C00141</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00630'>C00630</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,MGI:107701 // MGI:88137 // MGI:105386 // MGI:107450,CPLX3DJ-1525 // MGI:105386-MONOMER // MGI:107450-MONOMER,branched chain ketoacid dehydrogenase E1 // dihydrolipoamide branched chain transacylase E2 // dihydrolipoamide dehydrogenase
GLUTAMINE-DEG1-PWY,glutamine degradation I,2-KETOGLUTARATE // NADH-P-OR-NOP // NAD-P-OR-NOP // AMMONIA // GLT // PROTON // GLN // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:95753 // MGI:95754 // MGI:2143539 // MGI:95752,MGI:95753-MONOMER // MGI:95754-MONOMER // MGI:2143539-MONOMER // MGI:95752-MONOMER,"glutamate dehydrogenase 1 // glutamate dehydrogenase 2 // glutaminase 2 (liver, mitochondrial) // glutaminase"
GLYCOLYSIS,glycolysis I,2-PG // G3P // NADH // DPG // NAD // GAP // DIHYDROXY-ACETONE-PHOSPHATE // ADP // GLC-6-P // AMP // PHOSPHO-ENOL-PYRUVATE // PROTON // PYRUVATE // ATP // Pi // FRUCTOSE-6P // FRUCTOSE-16-DIPHOSPHATE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00631'>C00631</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00197'>C00197</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00236'>C00236</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00661'>C00661</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01172'>C01172</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00074'>c00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00022'>c00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00085'>C00085</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00354'>C00354</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:97604 // MGI:97591 // MGI:1933118 // MGI:97552 // MGI:97563 // MGI:97555 // MGI:95640 // MGI:95653 // MGI:3647773 // MGI:98797 // MGI:87995 // MGI:87994 // MGI:101863 // MGI:1931052 // MGI:2447811 // MGI:95797 // MGI:95491 // MGI:95492 // MGI:1330236,MGI:97604-MONOMER // MGI:97591-MONOMER // CPLX3DJ-19 // MGI:1933118-MONOMER // MGI:97552-MONOMER // MGI:97563-MONOMER // MGI:97555-MONOMER // MGI:95640-MONOMER // MGI:95653-MONOMER // MGI:3647773-MONOMER // MGI:98797-MONOMER // MGI:87995-MONOMER // MGI:87994-MONOMER // MGI:101863-MONOMER // MGI:1931052-MONOMER // MGI:2447811-MONOMER // CPLX3DJ-2 // MGI:95797-MONOMER // MGI:95491-MONOMER // MGI:95492-MONOMER // MGI:1330236-MONOMER,"pyruvate kinase liver and red blood cell // pyruvate kinase, muscle // enolase // phosphoglycerate mutase 2 // phosphoglycerate mutase 1 // phosphoglycerate kinase 2 // phosphoglycerate kinase 1 // glyceraldehyde-3-phosphate dehydrogenase // glyceraldehyde-3-phosphate dehydrogenase, spermatogenic // predicted gene 6498 // triosephosphate isomerase 1 // aldolase B, fructose-bisphosphate // aldolase A, fructose-bisphosphate // aldolase C, fructose-bisphosphate // aldolase 1, A isoform, retrogene 2 // aldolase 1, A isoform, retrogene 1 // 6-phosphofructokinase // glucose phosphate isomerase 1 // fructose bisphosphatase 2 // fructose bisphosphatase 1 // fructose bisphosphatase 3"
PWY-4821,UDP-D-xylose and UDP-D-glucuronate biosynthesis,NADH // UDP-GLUCOSE // WATER // NAD // CARBON-DIOXIDE // UDP-D-XYLOSE // PROTON // UDP-GLUCURONATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00029'>C00029</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00190'>C00190</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00167'>C00167</a>,MGI:1306785 // MGI:1915133,MGI:1306785-MONOMER // MGI:1915133-MONOMER,UDP-glucose dehydrogenase // UDP-glucuronate decarboxylase 1
PWY-6367,D-<i>myo</i>-inositol-5-phosphate metabolism,INOSITOL-1-4-5-TRISPHOSPHATE // DIACYLGLYCEROL // ADP // ATP // 1-PHOSPHATIDYL-1D-MYO-INOSITOL-35-BISPH // Pi // PROTON // 1-PHOSPHATIDYL-1D-MYO-INOSITOL-5-PHOSPHA // PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01245'>C01245</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00641'>C00641</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11556'>C11556</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11557'>C11557</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04637'>C04637</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:97615 // MGI:107465 // MGI:97613 // MGI:97614 // MGI:1921305 // MGI:104778 // MGI:107469 // MGI:2443078 // MGI:2683547 // MGI:107451 // MGI:97616 // MGI:2150308 // MGI:1298206 // MGI:2152214 // MGI:1934234 // MGI:1921552 // MGI:1916075 // MGI:1919769 // MGI:2448501,MGI:97615-MONOMER // MGI:107465-MONOMER // MGI:97613-MONOMER // MGI:97614-MONOMER // MGI:1921305-MONOMER // MGI:104778-MONOMER // MGI:107469-MONOMER // MGI:2443078-MONOMER // MGI:2683547-MONOMER // MGI:107451-MONOMER // MGI:97616-MONOMER // MGI:2150308-MONOMER // MGI:1298206-MONOMER // MGI:2152214-MONOMER // MGI:1934234-MONOMER // MGI:1921552-MONOMER // MGI:1916075-MONOMER // MGI:1919769-MONOMER // MGI:2448501-MONOMER,"phospholipase C, gamma 1 // phospholipase C, beta 2 // phospholipase C, beta 1 // phospholipase C, delta 1 // phospholipase C, epsilon 1 // phospholipase C, beta 3 // phospholipase C, delta 4 // phospholipase C, eta 2 // phospholipase C, eta 1 // phospholipase C, delta 3 // phospholipase C, gamma 2 // phospholipase C, zeta 1 // phosphatidylinositol-5-phosphate 4-kinase, type II, alpha // phosphatidylinositol-5-phosphate 4-kinase, type II, gamma // phosphatidylinositol-5-phosphate 4-kinase, type II, beta // myotubularin related protein 3 // myotubularin related protein 14 // transmembrane protein 55A // transmembrane protein 55b"
PWY3DJ-35549,Biopterin recycling,WATER // CPD-5881 // PROTON // NAD-P-OR-NOP // TETRA-H-BIOPTERIN // BIOPTERIN // NADH-P-OR-NOP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15522'>C15522</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00272'>C00272</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02953'>C02953</a>,MGI:94873 // MGI:1919812 // MGI:97836,MGI:94873-MONOMER // MGI:1919812-MONOMER // MGI:97836-MONOMER,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1 // pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 // quinoid dihydropteridine reductase
PROLINE-SYN2-PWY,proline biosynthesis II,L-DELTA1-PYRROLINE_5-CARBOXYLATE // PRO // PROTON // NADPH // L-GLUTAMATE_GAMMA-SEMIALDEHYDE // Pi // NADP // ADP // L-GLUTAMATE-5-P // ATP // 2-KETOGLUTARATE // NADH-P-OR-NOP // AMMONIA // NAD-P-OR-NOP // WATER // GLT,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03912'>C03912</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00148'>C00148</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01165'>C01165</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03287'>C03287</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a>,MGI:1277956 // MGI:2384795 // MGI:1913444 // MGI:1888908 // MGI:95753 // MGI:95754,MGI:1277956-MONOMER // MGI:2384795-MONOMER // MGI:1913444-MONOMER // MGI:1888908-MONOMER // MGI:95753-MONOMER // MGI:95754-MONOMER,"pyrroline-5-carboxylate reductase family, member 2 // pyrroline-5-carboxylate reductase 1 // pyrroline-5-carboxylate reductase-like // aldehyde dehydrogenase 18 family, member A1 // glutamate dehydrogenase 1 // glutamate dehydrogenase 2"
