Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-6543,4-aminobenzoate biosynthesis I,WATER // AMMONIA // GLT // GLN // CHORISMATE // PYRUVATE // P-AMINO-BENZOATE // PROTON // 4-AMINO-4-DEOXYCHORISMATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00251'>C00251</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00568'>C00568</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11355'>C11355</a>,EG10682 // EG10683 // EG11493,PABASYN-CPLX // ADCLY-CPLX,
THIOREDOX-PWY,thioredoxin pathway (NADPH),a-reduced-DsbD-protein // an-oxidized-DsbD-protein // PROTON // NADPH // NADP // Red-Thioredoxin // Protein-Disulfides // Protein-Dithiols // Ox-Thioredoxin,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02582'>C02582</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02315'>C02315</a>,EG11032 // EG12178 // EG11887 // EG11031,THIOREDOXIN-REDUCT-NADPH-CPLX // DSBD-MONOMER,thiol-disulfide exchange protein DsbD
PWY0-1477,ethanolamine utilization,AMMONIUM // ETHANOL-AMINE // CO-A // Pi // ACETYL-COA // ADP // ACETYL-P // ACET // ATP // PROTON // NADH // ACETALD // ETOH // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00189'>C00189</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00227'>C00227</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00084'>C00084</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00469'>C00469</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,EG50007 // EG50006 // G7285 // M014 // EG20173 // G7288 // EG10027 // EG11809 // EG10031 // G6775,ETHAMLY-CPLX // G7285-MONOMER // MHPF-MONOMER // PHOSACETYLTRANS-CPLX // CPLX0-7912 // ACETATEKINA-MONOMER // GARTRANSFORMYL2-MONOMER // ADHE-CPLX // CPLX0-8015,acetaldehyde dehydrogenase (acetylating) EutE // acetaldehyde dehydrogenase (acetylating) MhpF // phosphate acetyltransferase // phosphate acetyltransferase EutD // acetate kinase // phosphoribosylglycinamide formyltransferase 2 // fused acetaldehyde-CoA dehydrogenase and Fe-dependent alcohol dehydrogenase // ethanol dehydrogenase / alcohol dehydrogenase
PWY-7194,pyrimidine nucleobases salvage II,AMMONIUM // PROTON // WATER // CYTOSINE // URACIL // PRPP // PPI // UMP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00380'>C00380</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00106'>C00106</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00105'>C00105</a>,EG11326 // EG11332,CPLX0-7932 // URACIL-PRIBOSYLTRANS-CPLX,cytosine/isoguanine deaminase
PWY-6952,glycerophosphodiester degradation,E- // PROTON // Alcohols // Glycerophosphodiesters // WATER // Ubiquinols // Ubiquinones // DIHYDROXY-ACETONE-PHOSPHATE // Menaquinols // Menaquinones // GLYCEROL-3P,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00069'>C00069</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03120'>C03120</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05819'>C05819</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00828'>C00828</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00093'>C00093</a>,EG10399 // EG11050 // EG10394 // EG10393 // EG10392 // EG10391,GLYCPDIESTER-PERI-CPLX // GLYCPDIESTER-CYTO-MONOMER // AERGLYC3PDEHYDROG-CPLX // ANGLYC3PDEHYDROG-CPLX,"glycerophosphoryl diester phosphodiesterase, periplasmic // glycerophosphodiester phosphodiesterase UgpQ // anaerobic glycerol-3-phosphate dehydrogenase"
SERSYN-PWY-1,L-serine biosynthesis,GLT // 3-P-HYDROXYPYRUVATE // G3P // Pi // SER // 3-P-SERINE // WATER // Donor-H2 // Acceptor // PROTON // NADH // 2-KETOGLUTARATE // R-2-HYDROXYGLUTARATE // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03232'>C03232</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00197'>C00197</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00065'>C00065</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01005'>C01005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01087'>C01087</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,EG10946 // EG10945 // G6913 // EG10944,PSERTRANSAM-CPLX // PSERPHOSPHA-MONOMER // CPLX0-9749 // PGLYCDEHYDROG-CPLX,phosphoserine/phosphohydroxythreonine aminotransferase // phosphoglycerate dehydrogenase
GLYCLEAV-PWY,glycine cleavage,NADH // NAD // CARBON-DIOXIDE // GLY // PROTEIN-LIPOYLLYSINE // PROTON // AMMONIUM // METHYLENE-THF-GLU-N // DIHYDROLIPOYL-GCVH // AMINOMETHYLDIHYDROLIPOYL-GCVH // THF-GLU-N,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03541'>C03541</a>,EG10371 // EG11810 // EG10543 // EG11442,E3-CPLX // GCVP-CPLX // GCVMULTI-CPLX // GCVT-MONOMER,lipoamide dehydrogenase // glycine cleavage system
PWY-8469,polycistronic tRNA processing I,CPD0-2350 // CPD0-2352 // tRNA-fragment // tRNAs // CPD0-2353 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG10859 // EG10862 // EG30069 // G7175 // EG10858 // EG11547 // EG10863,CPLX0-3461 // CPLX0-1382 // CPLX0-3601 // EG10858-MONOMER // CPLX0-3602 // EG10863-MONOMER,ribonuclease E // RNase P // ribonuclease BN // RNase D // ribonuclease T // truncated RNase PH
PWY-6163,chorismate biosynthesis from 3-dehydroquinate,CHORISMATE // Pi // 3-ENOLPYRUVYL-SHIKIMATE-5P // PHOSPHO-ENOL-PYRUVATE // ADP // SHIKIMATE-5P // ATP // NADPH // PROTON // NADP // SHIKIMATE // 3-DEHYDRO-SHIKIMATE // WATER // DEHYDROQUINATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00251'>C00251</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01269'>C01269</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03175'>C03175</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00493'>C00493</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02637'>C02637</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00944'>C00944</a>,EG10075 // EG10073 // EG10082 // EG10081 // EG10077 // EG10076,AROC-CPLX // AROA-MONOMER // AROL-MONOMER // AROK-MONOMER // AROE-MONOMER // AROD-CPLX,shikimate kinase 2 // shikimate kinase 1
VALSYN-PWY,L-valine biosynthesis,WATER // GLT // 2-KETO-ISOVALERATE // VAL // 2-KETOGLUTARATE // NADPH // CPD-13357 // NADP // CARBON-DIOXIDE // 2-ACETO-LACTATE // PROTON // PYRUVATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00141'>C00141</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00183'>C00183</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04272'>C04272</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06010'>C06010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a>,EG10496 // EG10497 // EG10495 // EG10502 // EG10494 // EG10501 // G8221 // EG10499 // EG10500,DIHYDROXYACIDDEHYDRAT-CPLX // BRANCHED-CHAINAMINOTRANSFER-CPLX // CPLX0-7643 // ACETOLACTSYNI-CPLX // ACETOLACTSYNII-CPLX // ACETOLACTSYNIII-CPLX,dihydroxy-acid dehydratase // branched-chain-amino-acid aminotransferase // ketol-acid reductoisomerase (NADP<sup>+</sup>)
PWY-6122,5-aminoimidazole ribonucleotide biosynthesis II,PRPP // PPI // 5-P-BETA-D-RIBOSYL-AMINE // GLY // GLT // GLN // WATER // 5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE // 5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE // ADP // 5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE // Pi // PROTON // 5-PHOSPHO-RIBOSYL-GLYCINEAMIDE // FORMATE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03090'>C03090</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03373'>C03373</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04640'>C04640</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04376'>C04376</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03838'>C03838</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,EG10794 // EG10792 // EG10797 // EG10798 // EG11809,PRPPAMIDOTRANS-CPLX // GLYCRIBONUCSYN-MONOMER // FGAMSYN-MONOMER // AIRS-CPLX // GARTRANSFORMYL2-MONOMER,phosphoribosylglycinamide formyltransferase 2
PWY0-1573,nitrate reduction VIIIb (dissimilatory),E- // NAD // NADH // NITRITE // WATER // PROTON // Ubiquinones // Ubiquinols // NITRATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00088'>C00088</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00244'>C00244</a>,EG10649 // EG10640 // EG10639 // EG10638,NADH-DHII-MONOMER // NITRATREDUCTA-CPLX,NADH:quinone oxidoreductase II // nitrate reductase A
PWY-5188,uroporphyrinogen-III I (from glutamate),Holo-Hydroxymethylbilane-Synthase // Hydroxymethylbilane-Synthase-ES // Hydroxymethylbilane-Synthase-ES2 // Hydroxymethylbilane-Synthase-ES3 // Hydroxymethylbilane-Synthase-ES4 // CPD-20105 // UROPORPHYRINOGEN-III // HYDROXYMETHYLBILANE // AMMONIUM // PORPHOBILINOGEN // WATER // 5-AMINO-LEVULINATE // PROTON // NADPH // GLUTAMATE-1-SEMIALDEHYDE // NADP // AMP // PPI // Charged-GLT-tRNAs // GLT-tRNAs // GLT // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01051'>C01051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01024'>C01024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00931'>C00931</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00430'>C00430</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03741'>C03741</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02987'>C02987</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01641'>C01641</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,EG10430 // EG10429 // EG10428 // EG10432 // EG10427 // EG10407 // EG30035 // EG30033 // EG30034 // EG30032,UROGENIIISYN-MONOMER // OHMETHYLBILANESYN-MONOMER // PORPHOBILSYNTH-CPLX // GSAAMINOTRANS-CPLX // CPLX0-3741 // GLURS-MONOMER,glutamate&mdash;tRNA ligase
PWY-7335,UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminouronate biosynthesis,PROTON // NADH // UDP-MANNACA // UDP-MANNAC // NAD // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04427'>C04427</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01170'>C01170</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG11452,CPLX0-8013,
PWY0-1490,EvgSA Two-Component Signal Transduction System,MONOMER0-4185 // MONOMER0-4184 // ADP // ATP // CPLX0-8314 // PHOSPHO-EVGA // EVGA-MONOMER // PHOSPHO-EVGS,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,EG11609 // EG11610,,
PWY-6910,hydroxymethylpyrimidine salvage,PROTON // HMP // ADP // AMINO-HYDROXYMETHYL-METHYLPYRIMIDINE-PP // AMINO-HYDROXYMETHYL-METHYL-PYR-P // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01279'>C01279</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04752'>C04752</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04556'>C04556</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,G7259 // G7135,PDXK-CPLX // HMP-P-KIN-CPLX,pyridoxal kinase 1 / hydroxymethylpyrimidine kinase
PWY-2161,folate polyglutamylation,SER // GLY // WATER // THF-GLU-N // METHYLENE-THF-GLU-N // Pi // ADP // FORMYL-THF-GLU-N // GLT // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00065'>C00065</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03541'>C03541</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,EG10408 // EG10327,GLYOHMETRANS-CPLX // MONOMER0-1661 // FOLC-MONOMER,serine hydroxymethyltransferase // folylpoly-&alpha;-glutamate synthetase // bifunctional folylpolyglutamate synthetase / dihydrofolate synthetase
PWY0-1527,curcumin degradation,CPD-6602 // NADP // CPD-13315 // CPD-13314 // NADPH // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10443'>C10443</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,G6760,CPLX0-7927,NADPH-dependent curcumin/dihydrocurcumin reductase
GALACTUROCAT-PWY,D-galacturonate degradation I,WATER // ADP // 2-DEHYDRO-3-DEOXY-D-GLUCONATE // ATP // NADH // PROTON // NAD // D-ALTRONATE // D-TAGATURONATE // CPD-15633 // PYRUVATE // GAP // 2-KETO-3-DEOXY-6-P-GLUCONATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00204'>C00204</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00817'>C00817</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00558'>C00558</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04442'>C04442</a>,EG12734 // EG12253 // EG11065 // G81 // EG10256,ALTRODEHYDRAT-MONOMER // DEOXYGLUCONOKIN-MONOMER // ALTRO-OXIDOREDUCT-MONOMER // UXAC-MONOMER // KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX,2-dehydro-3-deoxygluconokinase // D-glucoronate/D-galacturonate isomerase // KHG/KDPG aldolase
GLYOXYLATE-BYPASS,glyoxylate cycle,NADH // NAD // MAL // SUC // GLYOX // THREO-DS-ISO-CITRATE // CO-A // PROTON // OXALACETIC_ACID // ACETYL-COA // WATER // CIS-ACONITATE // CIT,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00149'>C00149</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00048'>C00048</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00451'>C00451</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00036'>C00036</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00417'>C00417</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00158'>C00158</a>,EG10948 // EG10576 // EG10023 // EG10022 // EG10402 // EG11325 // EG12316,MALIC-NAD-CPLX // MALATE-DEHASE // MALATE-SYNTHASE // ISOCIT-LYASE // CITRATE-SI-SYNTHASE // CPLX0-7760 // CPLX0-7761,malate dehydrogenase (oxaloacetate-decarboxylating) // aconitate hydratase A // bifunctional aconitate hydratase B/2-methylisocitrate dehydratase
PWY-5837,"2-carboxy-1,4-naphthoquinol biosynthesis",PPI // AMP // ATP // O-SUCCINYLBENZOATE // CHORISMATE // CARBON-DIOXIDE // ISOCHORISMATE // 2-KETOGLUTARATE // PYRUVATE // CPD-9923 // CPD-9924 // CPD-6972 // CO-A // DIHYDROXYNAPHTHOATE // PROTON // CPD-9925 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02730'>C02730</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00251'>C00251</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00885'>C00885</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05817'>C05817</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16519'>C16519</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03160'>C03160</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03657'>C03657</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15547'>C15547</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG12437 // EG11532 // EG12362 // EG10579 // EG12438 // EG11368 // G6912,MENE-CPLX // O-SUCCINYLBENZOATE-COA-SYN-MONOMER // MENF-CPLX // CPLX0-7525 // EG12438-MONOMER // CPLX0-7882 // CPLX0-8128,"isochorismate synthase MenF // 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase // 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"
