Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-6857,retinol biosynthesis,NADPH // NADP // 2-Acylglycero-Phosphocholines // All-trans-Retinyl-Esters // Cellular-Retinol-Binding-Proteins // CRPB-all-trans-Retinol // PHOSPHATIDYLCHOLINE // PROTON // Fatty-Acids // Dietary-retinyl-esters // WATER // RPB-Retinol // CPD-13524 // Retinol-Binding-Proteins // RETINAL // CPD1F-129 // OXYGEN-MOLECULE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04233'>C04233</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02075'>C02075</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04571'>C04571</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00157'>C00157</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00162'>C00162</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00473'>C00473</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00376'>C00376</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02094'>C02094</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,HS01113 // HS01050 // HS08684 // HS06673 // HS13010 // HS01358 // HS08202 // HS11616 // HS10578 // HS10575 // HS08398 // HS03740 // HS03739 // HS06594 // HS04474 // HS10947 // HS09323 // HS06050 // HS06474,HS01113-MONOMER // HS01050-MONOMER // ENSG00000162496-MONOMER // ENSG00000139988-MONOMER // ENSG00000121039-MONOMER // HS01358-MONOMER // HS08202-MONOMER // CPLX-8346 // HS10578-MONOMER // HS10575-MONOMER // HS08398-MONOMER // ENSG00000114115-MONOMER // ENSG00000114113-MONOMER // ENSG00000139194-MONOMER // HS04474-MONOMER // HS10947-MONOMER // HS09323-MONOMER // ENSG00000138207-MONOMER // CPLX-8340,"retinol dehydrogenase 9 // retinol dehydrogenase 11 // retinol dehydrogenase 3 // retinol dehydrogenase 12 // retinol dehydrogenase 10 // retinol dehydrogenase 8 // Dehydrogenase/reductase SDR family member 4 // liver carboxylesterase 1 // Carboxylesterase 2 // Carboxylesterase 8 // Carboxylesterase 7 // cellular retinol-binding protein 1 // cellular retinol-binding protein 2 // Retinol-binding protein 5 // lecithin retinol acyltransferase // pancreatic triacylglycerol lipase // Hepatic triacylglycerol lipase // plasma retinol-binding protein // &beta;,&beta;-carotene 15,15'-monooxygenase"
SAM-PWY,S-adenosyl-L-methionine biosynthesis,PPI // Pi // S-ADENOSYLMETHIONINE // ATP // MET // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS07715 // HS09847 // HS00531,CPLX66-337 // CPLX66-338,S-adenosylmethionine synthase isoform type-1 // S-adenosylmethionine synthase isoform type-2
PWY-6756,<i>S</i>-methyl-5'-thioadenosine degradation,ADENINE // CPD-444 // Pi // 5-METHYLTHIOADENOSINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00147'>C00147</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04188'>C04188</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00170'>C00170</a>,HS01913,CPLX-1163,
PWY-4361,<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation,CPD-444 // CPD-1063 // CPD-8999 // Pi // 2-HYDROXY-3-KETO-5-METHYLTHIO-1-PHOSPHOP // FORMATE // PROTON // CPD-85 // OXYGEN-MOLECULE // MET // GLN // CPD-479 // AMMONIUM // 2-KETOGLUTARATE // 2-KETO-GLUTARAMATE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04188'>C04188</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04582'>C04582</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15650'>C15650</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15651'>C15651</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15606'>C15606</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01180'>C01180</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00940'>C00940</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS00525 // HS14265 // HS07242 // HS16031 // G-11453,HS00525-MONOMER // CPLX66-550 // HS07242-MONOMER // HS16031-MONOMER // CPLX-7891,"methylthioribose-1-phosphate isomerase // methylthioribulose 1-phosphate dehydratase // enolase-phosphatase E1 // 1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase // kynurenine aminotransferase I"
SER-GLYSYN-PWY,serine and glycine biosynthesis,GLT // 2-KETOGLUTARATE // NADH // 3-P-HYDROXYPYRUVATE // PROTON // G3P // NAD // Pi // 3-P-SERINE // WATER // METHYLENE-THF-GLU-N // GLY // SER // THF-GLU-N,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03232'>C03232</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00197'>C00197</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01005'>C01005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00065'>C00065</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03541'>C03541</a>,HS05946 // HS01776 // HS07370 // HS03384 // HS00049 // HS01069,CPLX66-348 // CPLX66-347 // CPLX66-349 // HS03384-MONOMER // CPLX66-330 // CPLX66-329,phosphoserine aminotransferase // phosphoserine phosphatase // vacuolar protein sorting-associated protein 29 // serine hydroxymethyltransferase 2 // serine hydroxymethyltransferase 1
PWY-6030,serotonin and melatonin biosynthesis,N-ACETYL-5-METHOXY-TRYPTAMINE // ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // N-ACETYL-SEROTONIN // CO-A // ACETYL-COA // CARBON-DIOXIDE // SEROTONIN // PROTON // 4a-Hydroxytetrahydrobiopterins // 5-HYDROXY-TRYPTOPHAN // TRP // TETRA-H-BIOPTERIN // OXYGEN-MOLECULE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01598'>C01598</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00978'>C00978</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00780'>C00780</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00643'>C00643</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00078'>C00078</a> //  // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,HS09884 // HS05303 // HS05635 // HS06603 // HS05250,CPLX66-309 // HS05303-MONOMER // CPLX-7890 // CPLX66-308 // CPLX-7488,acetylserotonin O-methyltransferase // serotonin N-acetyltransferase // aromatic L-amino acid decarboxylase // tryptophan hydroxylase 2 // tryptophan 5-hydroxylase 1
PWY-6313,serotonin degradation,HYDROGEN-PEROXIDE // AMMONIUM // OXYGEN-MOLECULE // CPD-11674 // UDP // CPD-11673 // CPD-11671 // UDP-GLUCURONATE // NADH // 5-HYDROXYINDOLE_ACETATE // NAD // WATER // CPD-11670 // 5-HYDROXYINDOLE_ACETALDEHYDE // CYS // PROTON // CPD-11665 // 3-5-ADP // SEROTONIN // PAPS,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00167'>C00167</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05635'>C05635</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05634'>C05634</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00054'>C00054</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00780'>C00780</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00053'>C00053</a>,HS01798 // HS08983 // HS10600 // HS11091 // HS09898 // HS10271 // HS01061 // HS03395 // HS05608,HS01798-MONOMER // CPLX66-101 // HS10600-MONOMER // HS11091-MONOMER // HS09898-MONOMER // HS10271-MONOMER // HS01061-MONOMER // CPLX66-81 // CPLX6666-1,monoamine oxidase A // alcohol dehydrogenase IB // alcohol dehydrogenase 6 // sulfotransferase 1A2 // Sulfotransferase 1A1 // UDP-glucuronosyltransferase 2B11 // fatty aldehyde dehydrogenase // mitochondrial aldehyde dehydrogenase // sulfotransferase 1A3/1A4
PWY-4101,sorbitol degradation I,NADH // SORBITOL // NAD // CPD-15382 // ADP // FRUCTOSE-6P // PROTON // BETA-D-FRUCTOSE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00794'>C00794</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10906'>C10906</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05345'>C05345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02336'>C02336</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,HS06691 // HS14782 // HS16030,HS06691-MONOMER // HS14782-MONOMER // HS16030-MONOMER,sorbitol dehydrogenase
BSUBPOLYAMSYN-PWY,spermidine biosynthesis,5-METHYLTHIOADENOSINE // SPERMIDINE // PUTRESCINE // S-ADENOSYLMETHIONINAMINE // CARBON-DIOXIDE // S-ADENOSYLMETHIONINE // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00170'>C00170</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00315'>C00315</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00134'>C00134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01137'>C01137</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,HS04027,CPLX-6907 // CPLX-6906,
PWY-6117,spermine and spermidine degradation I,N1-ACETYLSPERMINE // CO-A // PROTON // ACETYL-COA // SPERMIDINE // CPD-6082 // SPERMINE // HYDROGEN-PEROXIDE // CPD-10687 // PUTRESCINE // CPD-568 // OXYGEN-MOLECULE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02567'>C02567</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00315'>C00315</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02229'>C02229</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00750'>C00750</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18170'>C18170</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00134'>C00134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00612'>C00612</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS06837 // HS05339 // HS01609 // HS05534 // HS07563,HS06837-MONOMER // HS05339-MONOMER // CPLX-7720 // HS01609-MONOMER // HS05534-MONOMER // HS07563-MONOMER,Diamine acetyltransferase 2 // Diamine acetyltransferase 1 // spermidine/spermine <i>N<sup>1</sup></i>-acetyltransferase 1 // Spermine oxidase // Membrane primary amine oxidase // Peroxisomal N(1)-acetyl-spermine/spermidine oxidase
ARGSPECAT-PWY,spermine biosynthesis,5-METHYLTHIOADENOSINE // SPERMINE // SPERMIDINE // S-ADENOSYLMETHIONINAMINE // CARBON-DIOXIDE // S-ADENOSYLMETHIONINE // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00170'>C00170</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00750'>C00750</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00315'>C00315</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01137'>C01137</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,HS02362,CPLX-6908 // CPLX-6906,
PWY-7277,sphingolipid biosynthesis (mammals),CARBON-DIOXIDE // SER // PALMITYL-COA // DEHYDROSPHINGANINE // NADPH // NADP // CO-A // ACYL-COA // CPD-13612 // FERRICYTOCHROME-B5 // CPD3DJ-82 // OXYGEN-MOLECULE // FERROCYTOCHROME-B5 // CPD-481 // Fatty-Acids // DIACYLGLYCEROL // PHOSPHATIDYLCHOLINE // PROTON // PHOSPHORYL-CHOLINE // N-Acylsphingosine // N-acyl-sphingosylphosphorylcholine // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00065'>C00065</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00154'>C00154</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02934'>C02934</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00040'>C00040</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12126'>C12126</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03640'>C03640</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00162'>C00162</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00641'>C00641</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00157'>C00157</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00588'>C00588</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00195'>C00195</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS02117 // G66-37871 // HS01673 // HS16070 // HS04306 // G66-37868 // HS07099 // G66-32199 // HS13634 // HS02449 // HS00039 // HS09373 // HS06031 // HS11945 // HS15139,CPLX66-305 // CPLX66-304 // HS04306-MONOMER // MONOMER66-34367 // ENSG00000143753-MONOMER // MONOMER-16542 // G66-32199-MONOMER // HS13634-MONOMER // HS02449-MONOMER // HS00039-MONOMER // HS09373-MONOMER // HS06031-MONOMER // HS11945-MONOMER // HS15139-MONOMER,serine palmitoyltransferase IA // serine palmitoyltransferase IIA // 3-ketodihydrosphingosine reductase // ceramide synthase 1 // sphingolipid 4-desaturase 1 // sphingomyelin deacylase // Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 // Sphingomyelin phosphodiesterase 4 // Sphingomyelin phosphodiesterase 3 // neutral sphingomyelinase // Sphingomyelin phosphodiesterase // Sphingomyelin phosphodiesterase 2 // phosphatidylcholine:ceramide cholinephosphotransferase 1 // Phosphatidylcholine:ceramide cholinephosphotransferase 2
PWY3DJ-11281,sphingomyelin metabolism,CPD-481 // Fatty-Acids // DIACYLGLYCEROL // PHOSPHATIDYLCHOLINE // PROTON // PHOSPHORYL-CHOLINE // N-Acylsphingosine // N-acyl-sphingosylphosphorylcholine // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03640'>C03640</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00162'>C00162</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00641'>C00641</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00157'>C00157</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00588'>C00588</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00195'>C00195</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS11945 // HS15139 // G66-32199 // HS13634 // HS02449 // HS00039 // HS09373 // HS06031,MONOMER-16542 // HS11945-MONOMER // HS15139-MONOMER // G66-32199-MONOMER // HS13634-MONOMER // HS02449-MONOMER // HS00039-MONOMER // HS09373-MONOMER // HS06031-MONOMER,sphingomyelin deacylase // phosphatidylcholine:ceramide cholinephosphotransferase 1 // Phosphatidylcholine:ceramide cholinephosphotransferase 2 // Ectonucleotide pyrophosphatase/phosphodiesterase family member 7 // Sphingomyelin phosphodiesterase 4 // Sphingomyelin phosphodiesterase 3 // neutral sphingomyelinase // Sphingomyelin phosphodiesterase // Sphingomyelin phosphodiesterase 2
PWY3DJ-11470,sphingosine and sphingosine-1-phosphate metabolism,ADP // PHOSPHORYL-ETHANOLAMINE // Pi // CPD3DJ-11366 // Fatty-Acids // SPHINGOSINE // N-Acylsphingosine // CPD-292 // CPD-9768 // NADPH // CPD0-2117 // NADP // PROTON // NADH // PALMITALDEHYDE // NAD // WATER // AMP // PPI // PALMITYL-COA // PALMITATE // CO-A // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00346'>C00346</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06124'>C06124</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00162'>C00162</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00319'>C00319</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00195'>C00195</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06123'>C06123</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05272'>C05272</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00517'>C00517</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00154'>C00154</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00249'>C00249</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,HS11008 // HS00776 // HS13219 // HS15019 // HS02959 // G66-33393 // HS02614 // HS01068 // HS15598 // HS16784 // HS04703 // HS07766 // HS06695 // HS05377 // HS02532 // HS11936,HS11008-MONOMER // HS00776-MONOMER // HS13219-MONOMER // HS15019-MONOMER // HS02959-MONOMER // G66-33393-MONOMER // HS02614-MONOMER // HS01068-MONOMER // HS15598-MONOMER // HS16784-MONOMER // HS04703-MONOMER // HS07766-MONOMER // HS06695-MONOMER // HS05377-MONOMER // HS02532-MONOMER // HS11936-MONOMER,"Sphingosine kinase 1 // Sphingosine kinase 2 // Sphingosine-1-phosphate phosphatase 1 // Sphingosine-1-phosphate phosphatase 2 // Prostaglandin reductase 1 // neutral ceramidase // acid ceramidase // putative neutral ceramidase C // alkaline ceramidase 1 // alkaline ceramidase 2 // long-chain acyl-CoA synthetase 3 // long-chain-fatty-acid--CoA ligase 1 // very long-chain acyl-CoA synthetase // Long-chain-fatty-acid--CoA ligase ACSBG2 // Long-chain-fatty-acid--CoA ligase ACSBG1 // fatty-acid-Coenzyme A ligase, long-chain 6"
