Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-5136,fatty acid &beta;-oxidation II (peroxisome),AMP // PPI // CPD66-39 // ATP // WATER // PROTON // NADH // L-3-HYDROXYACYL-COA // NAD // CO-A // 3-KETOACYL-COA // ACETYL-COA // HYDROGEN-PEROXIDE // TRANS-D2-ENOYL-COA // Saturated-Fatty-Acyl-CoA // OXYGEN-MOLECULE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00640'>C00640</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00264'>C00264</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00658'>C00658</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,G1G01-2354 // G1G01-3692 // G1G01-3977 // G1G01-2358 // G1G01-2355 // G1G01-2277 // G1G01-4007 // G1G01-2188 // G1G01-2278,G1G01-2354-MONOMER // G1G01-3692-MONOMER // G1G01-3977-MONOMER // G1G01-2358-MONOMER // G1G01-2355-MONOMER // CPLX-9268 // G1G01-4007-MONOMER // G1G01-2188-MONOMER // CPLX-9269,"acyl-CoA synthetase // enoyl-CoA hydratase // type II 3-hydroxyacyl-CoA dehydrogenase // fatty acid oxidation complex, &alpha; component // &beta;-ketothiolase BktB // 3-ketoacyl-CoA thiolase // fatty acid oxidation complex, &beta; component"
PWY0-1312,acetate and ATP formation from acetyl-CoA I,ADP // ATP // ACET // CO-A // ACETYL-P // Pi // ACETYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00227'>C00227</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a>,G1G01-1549 // G1G01-5429 // G1G01-850,G1G01-1549-MONOMER // G1G01-5429-MONOMER // G1G01-850-MONOMER,phosphoribosylglycinamide formyltransferase // malic enzyme B // phosphate acetyltransferase
HSERMETANA-PWY,L-methionine biosynthesis III,METHIONINE-SYNTHASE-METHYLCOBALAMIN // Methionine-synthase-cob-I-alamins // CPD-1301 // CPD-1302 // ACET // PROTON // HS // CO-A // CPD-667 // HOMO-SER // ACETYL-COA // THF-GLU-N // MET // HOMO-CYS // 5-METHYL-THF-GLU-N,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06410'>C06410</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04144'>C04144</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04489'>C04489</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00283'>C00283</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01077'>C01077</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00263'>C00263</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03541'>C03541</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00155'>C00155</a>,G1G01-4950 // G1G01-2879 // G1G01-2711 // G1G01-5441 // G1G01-2538,G1G01-4950-MONOMER // G1G01-2879-MONOMER // G1G01-2711-MONOMER // G1G01-5441-MONOMER // G1G01-2538-MONOMER,5-methyltetrahydropteroyltriglutamate- homocysteine S-methyltransferase family protein // 5-methyltetrahydropteroyltriglutamate- homocysteine methyltransferase // O-acetylhomoserine (thiol)-lyase // homoserine O-acetyltransferase // cobalamin-dependent methionine synthase
PWY-4261,glycerol degradation I,E- // ADP // PROTON // ATP // DIHYDROXY-ACETONE-PHOSPHATE // ETR-Quinols // ETR-Quinones // GLYCEROL-3P // GLYCEROL,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00093'>C00093</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00116'>C00116</a>,G1G01-1148 // G1G01-1146 // G1G01-1149,G1G01-1148-MONOMER // G1G01-1146-MONOMER // G1G01-1149-MONOMER,glycerol kinase // aerobic glycerol-3-phosphate dehydrogenase // aquaglyceroporin
PWY-5280,L-lysine degradation IV,CARBON-DIOXIDE // LYS // OXYGEN-MOLECULE // AMMONIUM // 5-AMINOPENTANAMIDE // PROTON // NADPH // NADP // WATER // CPD-280 // GLT // 5-AMINOPENTANOATE // 2-KETOGLUTARATE // GLUTARYL-COA // SUC // SUC-COA // GLUTARATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00047'>C00047</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00990'>C00990</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03273'>C03273</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00431'>C00431</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00527'>C00527</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00489'>C00489</a>,G1G01-418 // G1G01-417 // G1G01-234 // G1G01-236 // G1G01-167,G1G01-418-MONOMER // G1G01-417-MONOMER // G1G01-234-MONOMER // G1G01-236-MONOMER // G1G01-167-MONOMER,lysine 2-monooxygenase // 5-aminopentanamidase // glutarate-semialdehyde dehydrogenase // 5-aminovalerate aminotransferase DavT // succinyl-CoA-glutarate CoA-transferase
PWY-5742,L-arginine degradation IX (arginine:pyruvate transaminase pathway),4-AMINO-BUTYRATE // UREA // NADH // CPD-592 // NAD // WATER // CPD-825 // CARBON-DIOXIDE // PROTON // L-ALPHA-ALANINE // CPD-824 // ARG // PYRUVATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00334'>C00334</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00086'>C00086</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01035'>C01035</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02647'>C02647</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00041'>C00041</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03771'>C03771</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a>,G1G01-5636 // G1G01-1573 // G1G01-3976 // G1G01-3974,G1G01-5636-MONOMER // G1G01-1573-MONOMER // G1G01-3976-MONOMER // G1G01-3974-MONOMER,4-guanidinobutyraldehyde dehydrogenase // medium chain aldehyde dehydrogenase // 2-ketoarginine decarboxylase AruI // arginine--pyruvate transaminase AruH
NONMEVIPP-PWY,methylerythritol phosphate pathway I,CARBON-DIOXIDE // PYRUVATE // GAP // NADPH // DEOXYXYLULOSE-5P // NADP // CMP // Reduced-ferredoxins // Oxidized-ferredoxins // ADP // 2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET // ATP // PPI // 4-CYTIDINE-5-DIPHOSPHO-2-C // 2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE // CTP // CPD-4211 // DELTA3-ISOPENTENYL-PP // Reduced-flavodoxins // 2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE // HYDROXY-METHYL-BUTENYL-DIP // Oxidized-flavodoxins // WATER // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11437'>C11437</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00055'>C00055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00138'>C00138</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00139'>C00139</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11436'>C11436</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11435'>C11435</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11434'>C11434</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00235'>C00235</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00129'>C00129</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02745'>C02745</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11453'>C11453</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11811'>C11811</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02869'>C02869</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,G1G01-576 // G1G01-1694 // G1G01-1715 // G1G01-663 // G1G01-798 // G1G01-1711,G1G01-576-MONOMER // G1G01-1694-MONOMER // G1G01-1715-MONOMER // G1G01-663-MONOMER // G1G01-798-MONOMER // G1G01-1711-MONOMER,"1-deoxyxylulose-5-phosphate synthase // 1-deoxy-D-xylulose-5-phosphate reductoisomerase // 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase // 4-hydroxy-3-methylbut-2-enyl diphosphate reductase // 4-diphosphocytidyl-2C-methyl-D-erythritol kinase // 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
PARATHION-DEGRADATION-PWY,parathion degradation,P-NITROPHENOL // PROTON // PARATHION // HS // DIETHYLPHOSPHATE // DIETHYLTHIOPHOSPHATE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00870'>C00870</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06604'>C06604</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00283'>C00283</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06608'>C06608</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06607'>C06607</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,G1G01-4353,G1G01-4353-MONOMER,phosphotriesterase
PWY0-321,phenylacetate degradation I (aerobic),SUC-COA // NADH // 3-KETO-ADIPYL-COA // NAD // OXYGEN-MOLECULE // ACETYL-COA // CPD0-2362 // CPD0-2363 // PROTON // NADPH // CPD0-2364 // CPDMETA-13650 // NADP // PPI // AMP // CPD-207 // PHENYLACETATE // ATP // CO-A // WATER // TRANS-23-DEHYDROADIPYL-COA // 3-HYDROXYADIPYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02232'>C02232</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20062'>C20062</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19975'>C19975</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19945'>C19945</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19946'>C19946</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00582'>C00582</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07086'>C07086</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14144'>C14144</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14145'>C14145</a>,G1G01-1467 // G1G01-3511 // G1G01-3503 // G1G01-3506 // G1G01-3505 // G1G01-3507 // G1G01-3509 // G1G01-3512 // G1G01-3499 // G1G01-3508 // G1G01-3513,G1G01-1467-MONOMER // G1G01-3511-MONOMER // CPLX1G01-71 // G1G01-3509-MONOMER // G1G01-3512-MONOMER // G1G01-3499-MONOMER // G1G01-3508-MONOMER // G1G01-3513-MONOMER,"beta-ketoadipyl-CoA thiolase // 3-hydroxyacyl-CoA dehydrogenase PaaH // ring 1,2-phenylacetyl-CoA epoxidase // 3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase // 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase // bifunctional oxepin-CoA hydrolase/3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase // phenylacetate-CoA ligase // enoyl-CoA hydratase/isomerase"
UDPNAGSYN-PWY,UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis I,Phosphorylated-Phosphoglucosamine-Mutase // CPD0-1096 // Phosphoglucosamine-Mutase // PPI // UDP-N-ACETYL-D-GLUCOSAMINE // UTP // CO-A // N-ACETYL-D-GLUCOSAMINE-1-P // PROTON // ACETYL-COA // GLT // GLN // GLUCOSAMINE-1P // D-GLUCOSAMINE-6-P // FRUCTOSE-6P // ALPHA-GLC-6-P,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00043'>C00043</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00075'>C00075</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04256'>C04256</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06156'>C06156</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00352'>C00352</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05345'>C05345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00668'>C00668</a>,G1G01-5777 // G1G01-5775 // G1G01-5042 // G1G01-5022 // G1G01-1911,G1G01-5777-MONOMER // G1G01-5775-MONOMER // G1G01-5042-MONOMER // G1G01-5022-MONOMER // G1G01-1911-MONOMER,bifunctional N-acetyl glucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyl transferase // L-glutamine/D-fructose-6-phosphate aminotransferase // phosphoglucosamine mutase // glucose 6-phosphate isomerase
PWY0-541,cyclopropane fatty acid (CFA) biosynthesis,PROTON // ADENOSYL-HOMO-CYS // Phospholipid-Cis-Cyclopropane-Fatty-Acids // S-ADENOSYLMETHIONINE // Phospholipid-Cis-Olefinic-Fatty-Acids,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a>,G1G01-2915 // G1G01-5721,G1G01-2915-MONOMER // G1G01-5721-MONOMER,cyclopropane synthase A // cyclopropane synthase B
PWY-7767,L-leucine degradation IV (Stickland reaction),GLT // LEU // 2-KETOGLUTARATE // 2K-4CH3-PENTANOATE // CPD-17493 // CPD-17492 // WATER // CPD-11652 // PROTON // NADH // CPD-18023 // CPD-17494 // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00123'>C00123</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00233'>C00233</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21399'>C21399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21089'>C21089</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21090'>C21090</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21400'>C21400</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,G1G01-3747 // G1G01-4948,G1G01-3747-MONOMER // G1G01-4948-MONOMER,branched-chain-amino acid aminotransferase // trans-2-enoyl-CoA reductase
FASYN-ELONG-PWY,fatty acid elongation -- saturated,WATER // NADH // TRANS-D2-ENOYL-ACP // NAD // NADPH // OH-ACYL-ACP // NADP // ACP // CARBON-DIOXIDE // B-KETOACYL-ACP // Saturated-Fatty-Acyl-ACPs // MALONYL-ACP // PROTON,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00229'>C00229</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01209'>C01209</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a>,G1G01-4440 // G1G01-1699 // G1G01-1957 // G1G01-2026 // G1G01-2963 // G1G01-2679 // G1G01-2316 // G1G01-631 // G1G01-4441 // G1G01-3533 // G1G01-2028 // G1G01-2959 // G1G01-2961 // G1G01-4657,G1G01-4440-MONOMER // G1G01-1699-MONOMER // G1G01-1957-MONOMER // G1G01-2026-MONOMER // G1G01-2963-MONOMER // G1G01-2679-MONOMER // G1G01-2316-MONOMER // G1G01-631-MONOMER // G1G01-4441-MONOMER // G1G01-3533-MONOMER // G1G01-2028-MONOMER // CPLX1G01-51 // G1G01-4657-MONOMER,3R-3-hydroxydecanoyl-ACP dehydratase // 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ // enoyl-ACP reductase // 3-oxoacyl-ACP reductase subunit // 3-oxoacyl-ACP reductase // 3-oxoacyl-ACP synthase // beta-ketoacyl-ACP synthase II // beta-ketoacyl synthase
PWY-6082,alginate biosynthesis II (bacterial),NADH // GDP-MANNOSE // NAD // WATER // PROTON // GDP // CPD-1828 // Poly-beta-D-Mannuronate // Non-Acetylated-Acetyl-Acceptors // ALGINATE // Acetylated-Alginate // Acetylated-Acetyl-Acceptors,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00096'>C00096</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00035'>C00035</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00976'>C00976</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05144'>C05144</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01768'>C01768</a>,G1G01-1375 // G1G01-1374 // G1G01-4795 // G1G01-3350 // G1G01-3343 // G1G01-3345 // G1G01-3346 // G1G01-1370 // G1G01-1372 // G1G01-1369 // G1G01-1368 // G1G01-1366 // G1G01-1371 // G1G01-1367,G1G01-1375-MONOMER // G1G01-1374-MONOMER // G1G01-1370-MONOMER // G1G01-4795-MONOMER // G1G01-3350-MONOMER // G1G01-3343-MONOMER // CPLX1G01-93 // CPLX1G01-154 // CPLX1G01-109 // G1G01-1371-MONOMER // G1G01-1367-MONOMER,GDP-mannose 6-dehydrogenase // glycosyltransferase Alg8 // poly(beta-D-mannuronate) C5 epimerase // carbohydrate efflux transporter // polysaccharide transporter // polysaccharide biosynthesis/export protein // exopolysaccharide biosynthesis/transport protein // alginate O-acetylase // alginate production protein AlgE // alginate O-acetylase AlgI
